Gene_symbol,Entry,ID
YBL036C,P38197,119
YBL037W,P38065,120
YBL038W,P38064,121
YBL039C,P28274,122
YBL040C,P18414,123
YBL041W,P23724,124
YBL042C,P38196,125
YBL043W,P38195,126
YBL044W,P38194,127
YBL045C,P07256,128
YBL046W,P38193,129
YBL047C,P34216,130
YBL049W,P38191,131
YBL050W,P32602,132
YBL051C,P34217,133
YBL052C,P34218,134
YBL053W,P38190,135
YBL054W,P34219,136
YBL056W,P34221,137
YBL058W,P34223,138
YBL059W,P34224,139
YBL061C,P34226,140
YBL063W,P28742,141
YBL064C,P34227,142
YBL065W,P38188,143
YBL066C,P34228,144
YBL067C,P38187,145
YBL068W,P38063,146
YBL071C,P38185,147
YBL074C,P32357,148
YBL075C,P09435,149
YBL076C,P09436,150
YBL078C,P38182,151
YBL079W,P38181,152
YBL080C,P33893,153
YBL081W,P38180,154
YBL082C,P38179,155
YBL084C,P38042,156
YBL085W,P38041,157
YBL086C,P38177,158
YBL088C,P38110,159
YBL089W,P38176,160
YBL090W,P38175,161
YBL091C,P38174,162
YBL092W,P38061,163
YBL093C,P25046,164
YBL094C,P38173,165
YBL095W,P38172,166
YBL097W,P38170,167
YBL098W,P38169,168
YBL099W,P07251,169
YBL100C,P38168,170
YBL101C,P38167,171
YBL101W-A,Q12260,172
YBL102W,P38166,173
YBL103C,P38165,174
YBL104C,P38164,175
YBL105C,P24583,176
YBL106C,P38163,177
YBL107C,P38162,178
YBL108W,P38161,179
YBL112C,Q3E7Y4,180
YBR001C,P35172,181
YBR003W,P18900,182
YBR004C,P38211,183
YBR006W,P38067,184
YBR008C,P38124,185
YBR009C,P02309,186
YBR010W,P61830,187
YBR011C,P00817,188
YBR012C,P38214,189
YBR013C,P38215,190
YBR014C,P38068,191
YBR015C,P38069,192
YBR017C,P38217,193
YBR018C,P08431,194
YBR019C,P04397,195
YBR020W,P04385,196
YBR021W,P05316,197
YBR023C,P29465,198
YBR024W,P38072,199
YBR025C,P38219,200
YBR027C,P38220,201
YBR028C,P38070,202
YBR029C,P38221,203
YBR033W,P38073,204
YBR034C,P38074,205
YBR035C,P38075,206
YBR036C,P35206,207
YBR037C,P23833,208
YBR038W,P14180,209
YBR039W,P38077,210
YBR040W,P38224,211
YBR041W,P38225,212
YBR042C,P38226,213
YBR043C,P38227,214
YBR044C,P38228,215
YBR045C,P38229,216
YBR047W,P38231,217
YBR049C,P21538,218
YBR050C,P38232,219
YBR052C,P38234,220
YBR054W,P38079,221
YBR055C,P19735,222
YBR056W,P38081,223
YBR057C,P38236,224
YBR058C,P38237,225
YBR059C,P38080,226
YBR060C,P32833,227
YBR061C,P38238,228
YBR063C,P38083,229
YBR064W,P38240,230
YBR065C,P38241,231
YBR066C,P38082,232
YBR067C,P27654,233
YBR068C,P38084,234
YBR069C,P38085,235
YBR070C,P38242,236
YBR072W,P15992,237
YBR073W,P38086,238
YBR074W,P38244,239
YBR076W,P38246,240
YBR077C,P38247,241
YBR078W,P38248,242
YBR079C,P38249,243
YBR080C,P18759,244
YBR081C,P35177,245
YBR082C,P15731,246
YBR083W,P18412,247
YBR084C-A,P0CX82,248
YBR084W,P09440,249
YBR085W,P18238,250
YBR086C,P38250,251
YBR087W,P38251,252
YBR088C,P15873,253
YBR089C-A,P11633,254
YBR089W,P38252,255
YBR090C,P38253,256
YBR091C,P32830,257
YBR093C,P00635,258
YBR094W,P38254,259
YBR095C,P38255,260
YBR096W,P38256,261
YBR097W,P22219,262
YBR098W,P38257,263
YBR099C,P38258,264
YBR101C,P38260,265
YBR102C,P38261,266
YBR103W,P38262,267
YBR105C,P38263,268
YBR106W,P38264,269
YBR107C,P38265,270
YBR108W,P38266,271
YBR109C,P06787,272
YBR110W,P16661,273
YBR112C,P14922,274
YBR113W,P38267,275
YBR114W,P31244,276
YBR115C,P07702,277
YBR116C,P38268,278
YBR117C,P33315,279
YBR118W,P02994,280
YBR119W,P32605,281
YBR120C,P07253,282
YBR121C,P38088,283
YBR122C,P36531,284
YBR123C,P32367,285
YBR124W,P38269,286
YBR125C,P38089,287
YBR126C,Q00764,288
YBR127C,P16140,289
YBR128C,P38270,290
YBR129C,P38271,291
YBR130C,P38272,292
YBR131W,P38273,293
YBR132C,P38090,294
YBR133C,P38274,295
YBR134W,P38275,296
YBR135W,P20486,297
YBR136W,P38111,298
YBR137W,P38276,299
YBR138C,P38277,300
YBR139W,P38109,301
YBR140C,P18963,302
YBR141C,P38278,303
YBR142W,P38112,304
YBR143C,P12385,305
YBR144C,P34215,306
YBR145W,P38113,307
YBR146W,P38120,308
YBR149W,P38115,309
YBR150C,P38114,310
YBR152W,P38282,311
YBR154C,P20434,312
YBR155W,P33313,313
YBR156C,P38283,314
YBR157C,P38284,315
YBR158W,P38285,316
YBR159W,P38286,317
YBR160W,P00546,318
YBR161W,P38287,319
YBR162C,P38288,320
YBR162W-A,P38374,321
YBR166C,P20049,322
YBR167C,P38291,323
YBR168W,P38292,324
YBR169C,P32590,325
YBR170C,P33755,326
YBR171W,P33754,327
YBR172C,P32909,328
YBR173C,P38293,329
YBR174C,P38294,330
YBR175W,P38123,331
YBR176W,P38122,332
YBR178W,P38296,333
YBR179C,P38297,334
YBR180W,P38125,335
YBR181C,P0CX38,336
YBR183W,P38298,337
YBR184W,P38299,338
YBR185C,P38300,339
YBR186W,P38126,340
YBR187W,P38301,341
YBR188C,P38302,342
YBR190W,P38303,343
YBR192W,P38127,344
YBR193C,P38304,345
YBR194W,P38305,346
YBR195C,P13712,347
YBR196C,P12709,348
YBR197C,P38306,349
YBR198C,P38129,350
YBR199W,P38131,351
YBR200W,P29366,352
YBR201W,P38307,353
YBR202W,P38132,354
YBR203W,P38308,355
YBR204C,P38139,356
YBR205W,P38130,357
YBR207W,P38310,358
YBR208C,P32528,359
YBR209W,P38311,360
YBR211C,P38313,361
YBR212W,P32831,362
YBR213W,P15807,363
YBR214W,P38314,364
YBR215W,Q01448,365
YBR216C,P38315,366
YBR217W,P38316,367
YBR218C,P32327,368
YBR220C,P38318,369
YBR221C,P32473,370
YBR222C,P38137,371
YBR223C,P38319,372
YBR225W,P38321,373
YBR226C,P38322,374
YBR227C,P38323,375
YBR228W,P38324,376
YBR229C,P38138,377
YBR230C,P38325,378
YBR231C,P38326,379
YBR233W,P69850,380
YBR234C,P38328,381
YBR235W,P38329,382
YBR236C,P32783,383
YBR237W,P21372,384
YBR238C,P38330,385
YBR239C,P38140,386
YBR240C,P38141,387
YBR241C,P38142,388
YBR242W,P38331,389
YBR243C,P07286,390
YBR244W,P38143,391
YBR245C,P38144,392
YBR246W,P38332,393
YBR247C,P38333,394
YBR248C,P33734,395
YBR249C,P32449,396
YBR250W,P33757,397
YBR251W,P33759,398
YBR252W,P33317,399
YBR253W,P32570,400
YBR254C,P38334,401
YBR255W,P38335,402
YBR257W,P38336,403
YBR258C,P38337,404
YBR260C,P38339,405
YBR261C,P38340,406
YBR262C,P38341,407
YBR263W,P37292,408
YBR264C,P38146,409
YBR265W,P38342,410
YBR266C,P38343,411
YBR267W,P38344,412
YBR269C,P38345,413
YBR270C,P38346,414
YBR271W,P38347,415
YBR272C,P38348,416
YBR273C,P38349,417
YBR274W,P38147,418
YBR275C,P29539,419
YBR276C,P38148,420
YBR277C,P38350,421
YBR278W,P27344,422
YBR279W,P38351,423
YBR280C,P38352,424
YBR281C,P38149,425
YBR282W,P36526,426
YBR283C,P38353,427
YBR284W,P38150,428
YBR285W,P38354,429
YBR286W,P37302,430
YBR287W,P38355,431
YBR288C,P38153,432
YBR289W,P18480,433
YBR290W,P38356,434
YBR291C,P38152,435
YBR293W,P38358,436
YBR295W,P38360,437
YBR296C,P38361,438
YBR298C,P38156,439
YBR299W,P38158,440
YBR300C,P38362,441
YBR301W,P38155,442
YBR302C,P0CX12,443
YCL005W,Q3E7B6,444
YCL007C,P25603,445
YCL008C,P25604,446
YCL009C,P25605,447
YCL010C,P25554,448
YCL011C,P25555,449
YCL014W,P25558,450
YCL016C,P25559,451
YCL017C,P25374,452
YCL020W,P25383,453
YCL022C,P25562,454
YCL023C,P25563,455
YCL024W,P25389,456
YCL025C,P25376,457
YCL026C-A,P37261,458
YCL027W,P11710,459
YCL028W,P25367,460
YCL029C,P11709,461
YCL030C,P00815,462
YCL031C,P25368,463
YCL032W,P25344,464
YCL033C,P25566,465
YCL034W,P25369,466
YCL035C,P25373,467
YCL036W,P25370,468
YCL037C,P25567,469
YCL038C,P25568,470
YCL039W,P25569,471
YCL040W,P17709,472
YCL042W,P25572,473
YCL043C,P17967,474
YCL044C,P25573,475
YCL045C,P25574,476
YCL046W,P25575,477
YCL049C,P25577,478
YCL050C,P16550,479
YCL051W,P25579,480
YCL052C,P25580,481
YCL054W,P25582,482
YCL055W,P25583,483
YCL056C,P25584,484
YCL057W,P25375,485
YCL058C,P25585,486
YCL059C,P25586,487
YCL061C,P25588,488
YCL063W,P25591,489
YCL065W,P37264,490
YCL066W,P0CY07,491
YCL069W,P25594,492
YCL073C,P25596,493
YCL076W,P25602,494
YCR001W,P25347,495
YCR002C,P25342,496
YCR003W,P25348,497
YCR004C,P25349,498
YCR005C,P08679,499
YCR007C,P25354,500
YCR008W,P25333,501
YCR009C,P25343,502
YCR010C,P25613,503
YCR011C,P25371,504
YCR012W,P00560,505
YCR014C,P25615,506
YCR015C,P25616,507
YCR016W,P25617,508
YCR020C-A,P23059,509
YCR021C,P25619,510
YCR022C,P25620,511
YCR023C,P25351,512
YCR024C,P25345,513
YCR024C-A,P32903,514
YCR027C,P25378,515
YCR028C,P25621,516
YCR028C-A,P32445,517
YCR030C,P25623,518
YCR033W,P25357,519
YCR034W,P25358,520
YCR035C,P25359,521
YCR036W,P25332,522
YCR037C,P25360,523
YCR038C,P25300,524
YCR041W,P37265,525
YCR042C,P23255,526
YCR044C,P25625,527
YCR045C,P25381,528
YCR046C,P25626,529
YCR047C,P25627,530
YCR048W,P25628,531
YCR050C,P25630,532
YCR052W,P25632,533
YCR053W,P16120,534
YCR054C,P25355,535
YCR057C,P25635,536
YCR059C,P25637,537
YCR060W,P25638,538
YCR061W,P25639,539
YCR063W,P25337,540
YCR065W,P25364,541
YCR066W,P10862,542
YCR067C,P25365,543
YCR068W,P25641,544
YCR071C,P25642,545
YCR072C,P25382,546
YCR073C,P25390,547
YCR075C,P17261,548
YCR076C,P25659,549
YCR077C,P25644,550
YCR079W,P25646,551
YCR081W,P25648,552
YCR082W,P25649,553
YCR084C,P16649,554
YCR086W,P25651,555
YCR087C-A,P37263,556
YCR087W,P25652,557
YCR088W,P15891,558
YCR091W,P25341,559
YCR092C,P25336,560
YCR093W,P25655,561
YCR094W,P25656,562
YCR095C,P25366,563
YCR096C,P0CY13,564
YCR097W,P0CY11,565
YCR098C,P25346,566
YCR099C,P25657,567
YCR100C,P25606,568
YCR101C,P25607,569
YCR106W,P25611,570
YCR107W,P25612,571
YDL001W,Q03441,572
YDL002C,Q03435,573
YDL003W,Q12158,574
YDL004W,Q12165,575
YDL005C,Q12124,576
YDL006W,P35182,577
YDL007W,P40327,578
YDL008W,Q12157,579
YDL011C,Q12023,580
YDL012C,Q12489,581
YDL013W,P32828,582
YDL014W,P15646,583
YDL015C,Q99190,584
YDL016C,Q12115,585
YDL017W,P06243,586
YDL019C,Q12451,587
YDL020C,Q03465,588
YDL022W,Q00055,589
YDL023C,Q12264,590
YDL024C,P52290,591
YDL025C,Q12100,592
YDL026W,Q12147,593
YDL028C,P54199,594
YDL029W,P32381,595
YDL030W,P19736,596
YDL031W,Q12389,597
YDL035C,Q12361,598
YDL036C,Q12069,599
YDL037C,Q12140,600
YDL040C,P12945,601
YDL041W,Q12352,602
YDL042C,P06700,603
YDL043C,Q07350,604
YDL044C,P10849,605
YDL045C,P38913,606
YDL045W-A,O75012,607
YDL046W,Q12408,608
YDL047W,P20604,609
YDL049C,P50112,610
YDL050C,Q07355,611
YDL051W,P33399,612
YDL052C,P33333,613
YDL053C,Q07362,614
YDL054C,Q07376,615
YDL055C,P41940,616
YDL056W,P39678,617
YDL058W,P25386,618
YDL059C,Q12223,619
YDL060W,Q07381,620
YDL061C,P41058,621
YDL062W,Q07410,622
YDL063C,Q07395,623
YDL064W,P50623,624
YDL065C,Q07418,625
YDL066W,P21954,626
YDL067C,P07255,627
YDL070W,Q07442,628
YDL071C,Q07438,629
YDL072C,Q07451,630
YDL074C,Q07457,631
YDL075W,P0C2H8,632
YDL076C,Q07458,633
YDL077C,Q07468,634
YDL078C,P32419,635
YDL080C,Q07471,636
YDL081C,P05318,637
YDL084W,Q07478,638
YDL085W,Q07500,639
YDL086W,Q07505,640
YDL087C,Q07508,641
YDL088C,Q05166,642
YDL089W,Q12066,643
YDL090C,P22007,644
YDL091C,Q12229,645
YDL092W,P38985,646
YDL093W,P52867,647
YDL094C,Q07509,648
YDL095W,P33775,649
YDL096C,Q07521,650
YDL097C,Q12377,651
YDL098C,Q12368,652
YDL099W,Q12191,653
YDL100C,Q12154,654
YDL101C,P39009,655
YDL102W,P15436,656
YDL103C,P43123,657
YDL104C,P43122,658
YDL105W,P43124,659
YDL106C,P07269,660
YDL108W,P06242,661
YDL110C,Q12513,662
YDL111C,Q12277,663
YDL112W,Q07527,664
YDL113C,Q07528,665
YDL114W,Q07530,666
YDL115C,Q07532,667
YDL116W,P52891,668
YDL117W,Q07533,669
YDL118W,Q07535,670
YDL121C,Q07541,671
YDL123W,Q07549,672
YDL124W,Q07551,673
YDL125C,Q04344,674
YDL126C,P25694,675
YDL127W,P25693,676
YDL128W,Q99385,677
YDL129W,Q07555,678
YDL130W,P10622,679
YDL131W,Q12122,680
YDL132W,Q12018,681
YDL133W,Q12516,682
YDL134C,P23594,683
YDL135C,Q12434,684
YDL137W,P19146,685
YDL138W,Q12300,686
YDL139C,Q12334,687
YDL140C,P04050,688
YDL143W,P39078,689
YDL144C,Q07589,690
YDL145C,P53622,691
YDL146W,Q12342,692
YDL147W,Q12250,693
YDL148C,Q99207,694
YDL149W,Q12142,695
YDL150W,P25441,696
YDL153C,Q12136,697
YDL154W,Q12175,698
YDL155W,P24870,699
YDL156W,Q12510,700
YDL157C,Q12082,701
YDL158C,Q12047,702
YDL159W,P06784,703
YDL160C,P39517,704
YDL161W,Q12518,705
YDL162C,Q12307,706
YDL164C,P04819,707
YDL165W,P06100,708
YDL166C,Q12055,709
YDL167C,P32770,710
YDL168W,P32771,711
YDL171C,Q12680,712
YDL172C,Q12135,713
YDL173W,Q12515,714
YDL175C,Q12476,715
YDL178W,P46681,716
YDL179W,Q12477,717
YDL180W,Q12301,718
YDL181W,P01097,719
YDL183C,P48569,720
YDL185W,P17255,721
YDL186W,P48568,722
YDL188C,P23595,723
YDL189W,Q05672,724
YDL190C,P54860,725
YDL192W,P11076,726
YDL193W,Q12063,727
YDL195W,P38968,728
YDL196W,Q12187,729
YDL198C,P38988,730
YDL199C,Q12407,731
YDL200C,P26188,732
YDL201W,Q12009,733
YDL202W,P36521,734
YDL203C,Q07622,735
YDL204W,Q12443,736
YDL206W,Q12424,737
YDL207W,Q12315,738
YDL208W,P32495,739
YDL209C,Q12046,740
YDL210W,P32837,741
YDL211C,Q12121,742
YDL212W,Q02774,743
YDL213C,Q07623,744
YDL214C,Q12310,745
YDL215C,P33327,746
YDL216C,Q12468,747
YDL217C,Q12328,748
YDL218W,Q07629,749
YDL219W,Q07648,750
YDL220C,P32797,751
YDL221W,Q07649,752
YDL224C,Q07655,753
YDL225W,Q07657,754
YDL226C,P35197,755
YDL229W,P11484,756
YDL230W,P25044,757
YDL231C,Q07660,758
YDL232W,Q99380,759
YDL233W,Q07684,760
YDL235C,Q07688,761
YDL236W,P19881,762
YDL237W,Q07716,763
YDL238C,Q07729,764
YDL239C,Q07732,765
YDL240W,P35688,766
YDL241W,Q07738,767
YDL243C,Q07747,768
YDL245C,P54854,769
YDL246C,Q07786,770
YDL247W,P0CD99,771
YDL248W,Q07788,772
YDR001C,P32356,773
YDR002W,P41920,774
YDR003W,Q03446,775
YDR004W,P25301,776
YDR005C,P41910,777
YDR006C,P40317,778
YDR007W,P00912,779
YDR009W,P13045,780
YDR010C,Q12426,781
YDR012W,P49626,782
YDR013W,Q12488,783
YDR016C,Q12248,784
YDR017C,Q12494,785
YDR018C,Q12185,786
YDR020C,Q12084,787
YDR021W,Q12099,788
YDR022C,Q12421,789
YDR023W,P07284,790
YDR025W,P0CX47,791
YDR026C,Q12457,792
YDR027C,Q12071,793
YDR028C,Q00816,794
YDR030C,Q12021,795
YDR031W,Q04341,796
YDR032C,Q12335,797
YDR034C,Q12472,798
YDR036C,P28817,799
YDR037W,P15180,800
YDR038C,Q12691,801
YDR039C,Q01896,802
YDR040C,P13587,803
YDR041W,Q03201,804
YDR042C,Q03205,805
YDR043C,Q03125,806
YDR044W,P11353,807
YDR045C,Q04307,808
YDR046C,P41815,809
YDR049W,Q04311,810
YDR050C,P00942,811
YDR051C,Q99288,812
YDR052C,P32325,813
YDR054C,P14682,814
YDR056C,Q12025,815
YDR060W,Q12176,816
YDR061W,Q12298,817
YDR062W,P40970,818
YDR063W,Q12156,819
YDR066C,Q12378,820
YDR067C,Q12454,821
YDR068W,P54858,822
YDR069C,P32571,823
YDR070C,Q12497,824
YDR071C,Q12447,825
YDR072C,P38954,826
YDR073W,P38956,827
YDR074W,P31688,828
YDR075W,P32345,829
YDR076W,P38953,830
YDR077W,Q01589,831
YDR078C,P38957,832
YDR079W,P38958,833
YDR080W,P38959,834
YDR082W,P38960,835
YDR084C,P38962,836
YDR085C,P33304,837
YDR086C,P35179,838
YDR087C,P35178,839
YDR088C,Q02775,840
YDR091C,Q03195,841
YDR092W,P52490,842
YDR093W,Q12675,843
YDR095C,Q03831,844
YDR097C,Q03834,845
YDR098C,Q03835,846
YDR099W,P34730,847
YDR100W,Q03860,848
YDR101C,Q03862,849
YDR102C,Q03864,850
YDR103W,P32917,851
YDR105C,Q12116,852
YDR106W,Q04549,853
YDR107C,Q04562,854
YDR108W,P46944,855
YDR110W,O13329,856
YDR111C,P52892,857
YDR113C,P40316,858
YDR115W,Q04598,859
YDR116C,Q04599,860
YDR118W,Q04601,861
YDR119W,Q2V2P9,862
YDR120C,P15565,863
YDR121W,Q04603,864
YDR122W,P13185,865
YDR123C,P26798,866
YDR126W,Q04629,867
YDR127W,P08566,868
YDR128W,Q03897,869
YDR129C,P32599,870
YDR130C,Q03898,871
YDR131C,Q03899,872
YDR132C,Q03900,873
YDR133C,Q03904,874
YDR135C,P39109,875
YDR136C,Q03913,876
YDR137W,P16664,877
YDR138W,P17629,878
YDR139C,Q03919,879
YDR140W,Q03920,880
YDR141C,Q03921,881
YDR142C,P39108,882
YDR143C,P22470,883
YDR144C,P53379,884
YDR145W,Q03761,885
YDR146C,P08153,886
YDR148C,P19262,887
YDR150W,Q00402,888
YDR151C,P47976,889
YDR152W,Q03768,890
YDR155C,P14832,891
YDR156W,P50106,892
YDR158W,P13663,893
YDR159W,P46674,894
YDR160W,Q03770,895
YDR162C,Q12163,896
YDR164C,P30619,897
YDR165W,Q03774,898
YDR166C,P89102,899
YDR167W,Q12030,900
YDR168W,P06101,901
YDR169C,Q12427,902
YDR170C,P11075,903
YDR170W-A,Q03964,904
YDR171W,Q12329,905
YDR172W,P05453,906
YDR173C,P07250,907
YDR174W,Q03973,908
YDR175C,Q03976,909
YDR176W,P32494,910
YDR177W,P21734,911
YDR178W,P37298,912
YDR179C,Q03981,913
YDR180W,Q04002,914
YDR181C,Q04003,915
YDR183W,Q04004,916
YDR184C,Q04005,917
YDR186C,Q04007,918
YDR188W,P39079,919
YDR189W,P22213,920
YDR190C,Q03940,921
YDR192C,P49686,922
YDR194C,P15424,923
YDR195W,P42073,924
YDR196C,Q03941,925
YDR198C,Q03942,926
YDR200C,Q03944,927
YDR201W,Q03954,928
YDR202C,Q03956,929
YDR205W,Q03455,930
YDR206W,Q03466,931
YDR207C,P39001,932
YDR211W,P32501,933
YDR212W,P12612,934
YDR213W,Q12151,935
YDR214W,Q12449,936
YDR215C,Q12240,937
YDR216W,P07248,938
YDR217C,P14737,939
YDR218C,Q04921,940
YDR219C,Q04922,941
YDR221W,Q04924,942
YDR223W,Q04930,943
YDR224C,P02293,944
YDR225W,P04911,945
YDR226W,P07170,946
YDR227W,P11978,947
YDR228C,P39081,948
YDR229W,Q04934,949
YDR231C,Q04935,950
YDR233C,Q04947,951
YDR235W,Q03776,952
YDR236C,Q03778,953
YDR237W,P36519,954
YDR238C,P41810,955
YDR239C,Q03780,956
YDR240C,Q03782,957
YDR243C,P23394,958
YDR244W,P35056,959
YDR245W,P50108,960
YDR246W,Q03784,961
YDR247W,Q03785,962
YDR249C,Q03787,963
YDR250C,Q03788,964
YDR251W,P37304,965
YDR252W,P40314,966
YDR253C,Q12041,967
YDR254W,P38907,968
YDR255C,Q12508,969
YDR256C,P15202,970
YDR259C,Q03935,971
YDR260C,Q12379,972
YDR263C,Q12086,973
YDR264C,P39010,974
YDR265W,Q05568,975
YDR266C,Q05580,976
YDR267C,Q05583,977
YDR268W,P04803,978
YDR269C,P87281,979
YDR270W,P38995,980
YDR271C,P87282,981
YDR273W,Q05610,982
YDR274C,P87283,983
YDR275W,Q05611,984
YDR276C,P87284,985
YDR277C,P35198,986
YDR279W,Q05635,987
YDR280W,Q05636,988
YDR281C,Q05637,989
YDR283C,P15442,990
YDR284C,Q05521,991
YDR285W,P31111,992
YDR286C,Q05530,993
YDR287W,Q05533,994
YDR288W,Q05541,995
YDR289C,Q05543,996
YDR290W,P87280,997
YDR292C,P32916,998
YDR293C,P24276,999
YDR295C,Q06629,1000
YDR296W,Q06630,1001
YDR297W,P38992,1002
YDR298C,P09457,1003
YDR299W,Q06631,1004
YDR300C,P32264,1005
YDR301W,Q06632,1006
YDR303C,Q06639,1007
YDR304C,P35176,1008
YDR305C,P49775,1009
YDR306C,Q06640,1010
YDR307W,Q06644,1011
YDR308C,P47822,1012
YDR309C,Q06648,1013
YDR310C,P46676,1014
YDR311W,P32776,1015
YDR312W,Q12153,1016
YDR313C,Q06651,1017
YDR314C,Q06665,1018
YDR315C,Q06667,1019
YDR316W,P0C2I2,1020
YDR317W,Q06674,1021
YDR318W,Q06675,1022
YDR319C,Q06676,1023
YDR320C,P69851,1024
YDR321W,P38986,1025
YDR322C-A,P81449,1026
YDR322W,Q06678,1027
YDR323C,P32609,1028
YDR324C,Q06679,1029
YDR326C,Q06681,1030
YDR327W,P87288,1031
YDR328C,P52286,1032
YDR329C,P28795,1033
YDR330W,Q06682,1034
YDR331W,P49018,1035
YDR332W,Q06683,1036
YDR333C,Q05468,1037
YDR334W,Q05471,1038
YDR335W,P52918,1039
YDR337W,P21771,1040
YDR339C,Q05498,1041
YDR340W,Q05503,1042
YDR341C,Q05506,1043
YDR342C,P39004,1044
YDR343C,P39003,1045
YDR344C,Q05510,1046
YDR345C,P32466,1047
YDR346C,Q05515,1048
YDR347W,P10662,1049
YDR348C,Q05518,1050
YDR349C,Q06325,1051
YDR350C,P50273,1052
YDR351W,P42223,1053
YDR353W,P29509,1054
YDR356W,P32380,1055
YDR357C,Q06333,1056
YDR359C,Q06337,1057
YDR361C,Q06338,1058
YDR362C,Q06339,1059
YDR363W,O94742,1060
YDR364C,P40968,1061
YDR365C,Q06344,1062
YDR366C,P87287,1063
YDR368W,Q12458,1064
YDR369C,P33301,1065
YDR370C,Q06349,1066
YDR371W,Q06350,1067
YDR372C,Q06385,1068
YDR373W,Q06389,1069
YDR374C,Q06390,1070
YDR376W,P48360,1071
YDR377W,Q06405,1072
YDR378C,Q06406,1073
YDR379W,Q06407,1074
YDR380W,Q06408,1075
YDR381W,Q12159,1076
YDR382W,P02400,1077
YDR383C,Q12493,1078
YDR384C,Q12359,1079
YDR385W,P32324,1080
YDR386W,Q04149,1081
YDR387C,Q04162,1082
YDR388W,P39743,1083
YDR389W,P17121,1084
YDR390C,P52488,1085
YDR392W,P06844,1086
YDR394W,P33298,1087
YDR395W,Q04175,1088
YDR397C,Q92317,1089
YDR398W,Q04177,1090
YDR399W,Q04178,1091
YDR400W,Q04179,1092
YDR403W,P21623,1093
YDR404C,P34087,1094
YDR405W,P32387,1095
YDR406W,Q04182,1096
YDR407C,Q04183,1097
YDR408C,P04161,1098
YDR409W,Q04195,1099
YDR410C,P32584,1100
YDR412W,Q04031,1101
YDR413C,P87266,1102
YDR414C,P16151,1103
YDR415C,Q04033,1104
YDR416W,Q04048,1105
YDR418W,P0CX54,1106
YDR419W,Q04049,1107
YDR421W,Q04052,1108
YDR422C,P32578,1109
YDR423C,P24813,1110
YDR424C,Q02647,1111
YDR425W,Q04053,1112
YDR427W,Q04062,1113
YDR428C,Q04066,1114
YDR429C,Q04067,1115
YDR430C,P32898,1116
YDR431W,Q04069,1117
YDR432W,Q01560,1118
YDR433W,P87269,1119
YDR435C,Q04081,1120
